Date,UCSB CHIRPS Rainfall: avg, UCSB CHIRPS Rainfall: avg Percent of AOI with data
2014-12-11 00:00:00,0,100.00,
2014-12-12 00:00:00,0,100.00,
2014-12-13 00:00:00,10.975,100.00,
2014-12-14 00:00:00,3.471,100.00,
2014-12-15 00:00:00,0,100.00,
2014-12-16 00:00:00,0.959,100.00,
2014-12-17 00:00:00,0,100.00,
2014-12-18 00:00:00,0,100.00,
2014-12-19 00:00:00,0,100.00,
2014-12-20 00:00:00,0,100.00,
2014-12-21 00:00:00,0,100.00,
2014-12-22 00:00:00,0,100.00,
2014-12-23 00:00:00,0,100.00,
2014-12-24 00:00:00,0,100.00,
2014-12-25 00:00:00,0.062,100.00,
2014-12-26 00:00:00,0.414,100.00,
2014-12-27 00:00:00,0,100.00,
2014-12-28 00:00:00,0,100.00,
2014-12-29 00:00:00,0,100.00,
2014-12-30 00:00:00,0,100.00,
2014-12-31 00:00:00,0,100.00,
2015-1-1 00:00:00,0.117,100.00,
2015-1-2 00:00:00,0.439,100.00,
2015-1-3 00:00:00,2.384,100.00,
2015-1-4 00:00:00,0,100.00,
2015-1-5 00:00:00,0,100.00,
2015-1-6 00:00:00,0,100.00,
2015-1-7 00:00:00,1.125,100.00,
2015-1-8 00:00:00,2.877,100.00,
2015-1-9 00:00:00,0,100.00,
2015-1-10 00:00:00,0,100.00,
2015-1-11 00:00:00,0.454,100.00,
2015-1-12 00:00:00,0.127,100.00,
2015-1-13 00:00:00,1.561,100.00,
2015-1-14 00:00:00,0,100.00,
2015-1-15 00:00:00,0.248,100.00,
2015-1-16 00:00:00,0.367,100.00,
2015-1-17 00:00:00,0,100.00,
2015-1-18 00:00:00,0.577,100.00,
2015-1-19 00:00:00,0,100.00,
2015-1-20 00:00:00,0.180,100.00,
2015-1-21 00:00:00,0.829,100.00,
2015-1-22 00:00:00,1.824,100.00,
2015-1-23 00:00:00,0.958,100.00,
2015-1-24 00:00:00,0,100.00,
2015-1-25 00:00:00,0,100.00,
2015-1-26 00:00:00,0.238,100.00,
2015-1-27 00:00:00,1.271,100.00,
2015-1-28 00:00:00,0,100.00,
2015-1-29 00:00:00,0.089,100.00,
2015-1-30 00:00:00,0,100.00,
2015-1-31 00:00:00,0,100.00,
2015-2-1 00:00:00,0,100.00,
2015-2-2 00:00:00,0,100.00,
2015-2-3 00:00:00,0,100.00,
2015-2-4 00:00:00,0,100.00,
2015-2-5 00:00:00,0,100.00,
2015-2-6 00:00:00,0,100.00,
2015-2-7 00:00:00,0,100.00,
2015-2-8 00:00:00,0.029,100.00,
2015-2-9 00:00:00,0,100.00,
2015-2-10 00:00:00,0,100.00,
2015-2-11 00:00:00,0.821,100.00,
2015-2-12 00:00:00,1.618,100.00,
2015-2-13 00:00:00,0,100.00,
2015-2-14 00:00:00,0.193,100.00,
2015-2-15 00:00:00,0,100.00,
2015-2-16 00:00:00,0.079,100.00,
2015-2-17 00:00:00,0,100.00,
2015-2-18 00:00:00,4.253,100.00,
2015-2-19 00:00:00,0.019,100.00,
2015-2-20 00:00:00,0,100.00,
2015-2-21 00:00:00,0,100.00,
2015-2-22 00:00:00,0,100.00,
2015-2-23 00:00:00,0.081,100.00,
2015-2-24 00:00:00,0,100.00,
2015-2-25 00:00:00,5.194,100.00,
2015-2-26 00:00:00,5.941,100.00,
2015-2-27 00:00:00,0,100.00,
2015-2-28 00:00:00,3.502,100.00,
2015-3-1 00:00:00,16.530,100.00,
2015-3-2 00:00:00,5.890,100.00,
2015-3-3 00:00:00,0,100.00,
2015-3-4 00:00:00,0,100.00,
2015-3-5 00:00:00,0,100.00,
2015-3-6 00:00:00,0,100.00,
2015-3-7 00:00:00,0,100.00,
2015-3-8 00:00:00,0,100.00,
2015-3-9 00:00:00,0,100.00,
2015-3-10 00:00:00,0,100.00,
2015-3-11 00:00:00,0,100.00,
2015-3-12 00:00:00,0,100.00,
2015-3-13 00:00:00,0.101,100.00,
2015-3-14 00:00:00,1.416,100.00,
2015-3-15 00:00:00,2.130,100.00,
2015-3-16 00:00:00,0.476,100.00,
2015-3-17 00:00:00,0,100.00,
2015-3-18 00:00:00,1.275,100.00,
2015-3-19 00:00:00,0,100.00,
2015-3-20 00:00:00,0,100.00,
2015-3-21 00:00:00,0,100.00,
2015-3-22 00:00:00,1.006,100.00,
2015-3-23 00:00:00,2.432,100.00,
2015-3-24 00:00:00,0.140,100.00,
2015-3-25 00:00:00,0.424,100.00,
2015-3-26 00:00:00,3.819,100.00,
2015-3-27 00:00:00,18.884,100.00,
2015-3-28 00:00:00,0,100.00,
2015-3-29 00:00:00,3.155,100.00,
2015-3-30 00:00:00,16.175,100.00,
2015-3-31 00:00:00,0,100.00,
2015-4-1 00:00:00,1.136,100.00,
2015-4-2 00:00:00,0.123,100.00,
2015-4-3 00:00:00,1.031,100.00,
2015-4-4 00:00:00,3.708,100.00,
2015-4-5 00:00:00,0.289,100.00,
2015-4-6 00:00:00,0,100.00,
2015-4-7 00:00:00,0,100.00,
2015-4-8 00:00:00,0,100.00,
2015-4-9 00:00:00,0,100.00,
2015-4-10 00:00:00,0,100.00,
2015-4-11 00:00:00,0.221,100.00,
2015-4-12 00:00:00,7.544,100.00,
2015-4-13 00:00:00,9.823,100.00,
2015-4-14 00:00:00,8.724,100.00,
2015-4-15 00:00:00,1.068,100.00,
2015-4-16 00:00:00,0,100.00,
2015-4-17 00:00:00,0,100.00,
2015-4-18 00:00:00,0,100.00,
2015-4-19 00:00:00,0,100.00,
2015-4-20 00:00:00,0,100.00,
2015-4-21 00:00:00,0.175,100.00,
2015-4-22 00:00:00,0,100.00,
2015-4-23 00:00:00,0.412,100.00,
2015-4-24 00:00:00,13.723,100.00,
2015-4-25 00:00:00,0,100.00,
2015-4-26 00:00:00,0,100.00,
2015-4-27 00:00:00,0,100.00,
2015-4-28 00:00:00,8.972,100.00,
2015-4-29 00:00:00,0,100.00,
2015-4-30 00:00:00,0,100.00,
2015-5-1 00:00:00,0.159,100.00,
2015-5-2 00:00:00,2.438,100.00,
2015-5-3 00:00:00,0,100.00,
2015-5-4 00:00:00,0,100.00,
2015-5-5 00:00:00,0,100.00,
2015-5-6 00:00:00,0.833,100.00,
2015-5-7 00:00:00,10.327,100.00,
2015-5-8 00:00:00,8.148,100.00,
2015-5-9 00:00:00,5.066,100.00,
2015-5-10 00:00:00,14.167,100.00,
2015-5-11 00:00:00,31.765,100.00,
2015-5-12 00:00:00,9.843,100.00,
2015-5-13 00:00:00,0,100.00,
2015-5-14 00:00:00,0,100.00,
2015-5-15 00:00:00,0,100.00,
2015-5-16 00:00:00,0,100.00,
2015-5-17 00:00:00,0,100.00,
2015-5-18 00:00:00,1.372,100.00,
2015-5-19 00:00:00,18.377,100.00,
2015-5-20 00:00:00,2.349,100.00,
2015-5-21 00:00:00,0.723,100.00,
2015-5-22 00:00:00,0,100.00,
2015-5-23 00:00:00,1.056,100.00,
2015-5-24 00:00:00,0,100.00,
2015-5-25 00:00:00,2.909,100.00,
2015-5-26 00:00:00,3.175,100.00,
2015-5-27 00:00:00,0,100.00,
2015-5-28 00:00:00,0,100.00,
2015-5-29 00:00:00,2.694,100.00,
2015-5-30 00:00:00,3.610,100.00,
2015-5-31 00:00:00,1.213,100.00,
2015-6-1 00:00:00,0,100.00,
2015-6-2 00:00:00,0,100.00,
2015-6-3 00:00:00,2.610,100.00,
2015-6-4 00:00:00,5.848,100.00,
2015-6-5 00:00:00,0,100.00,
2015-6-6 00:00:00,0,100.00,
2015-6-7 00:00:00,0,100.00,
2015-6-8 00:00:00,0.255,100.00,
2015-6-9 00:00:00,1.720,100.00,
2015-6-10 00:00:00,25.433,100.00,
2015-6-11 00:00:00,7.340,100.00,
2015-6-12 00:00:00,27.655,100.00,
2015-6-13 00:00:00,10.566,100.00,
2015-6-14 00:00:00,0.326,100.00,
2015-6-15 00:00:00,0,100.00,
2015-6-16 00:00:00,0,100.00,
2015-6-17 00:00:00,0,100.00,
2015-6-18 00:00:00,5.944,100.00,
2015-6-19 00:00:00,20.179,100.00,
2015-6-20 00:00:00,1.561,100.00,
2015-6-21 00:00:00,11.925,100.00,
2015-6-22 00:00:00,4.532,100.00,
2015-6-23 00:00:00,6.865,100.00,
2015-6-24 00:00:00,14.586,100.00,
2015-6-25 00:00:00,23.628,100.00,
2015-6-26 00:00:00,19.821,100.00,
2015-6-27 00:00:00,1.928,100.00,
2015-6-28 00:00:00,2.060,100.00,
2015-6-29 00:00:00,0,100.00,
2015-6-30 00:00:00,28.765,100.00,
2015-7-1 00:00:00,9.304,100.00,
2015-7-2 00:00:00,2.074,100.00,
2015-7-3 00:00:00,10.194,100.00,
2015-7-4 00:00:00,27.461,100.00,
2015-7-5 00:00:00,42.537,100.00,
2015-7-6 00:00:00,12.704,100.00,
2015-7-7 00:00:00,9.744,100.00,
2015-7-8 00:00:00,21.052,100.00,
2015-7-9 00:00:00,24.268,100.00,
2015-7-10 00:00:00,3.757,100.00,
2015-7-11 00:00:00,0.723,100.00,
2015-7-12 00:00:00,0,100.00,
2015-7-13 00:00:00,0.540,100.00,
2015-7-14 00:00:00,19.964,100.00,
2015-7-15 00:00:00,37.520,100.00,
2015-7-16 00:00:00,12.505,100.00,
2015-7-17 00:00:00,19.445,100.00,
2015-7-18 00:00:00,18.689,100.00,
2015-7-19 00:00:00,8.355,100.00,
2015-7-20 00:00:00,7.333,100.00,
2015-7-21 00:00:00,4.424,100.00,
2015-7-22 00:00:00,0,100.00,
2015-7-23 00:00:00,15.739,100.00,
2015-7-24 00:00:00,9.115,100.00,
2015-7-25 00:00:00,3.206,100.00,
2015-7-26 00:00:00,0,100.00,
2015-7-27 00:00:00,12.224,100.00,
2015-7-28 00:00:00,4.030,100.00,
2015-7-29 00:00:00,34.570,100.00,
2015-7-30 00:00:00,35.492,100.00,
2015-7-31 00:00:00,6.908,100.00,
2015-8-1 00:00:00,4.864,100.00,
2015-8-2 00:00:00,2.381,100.00,
2015-8-3 00:00:00,2.400,100.00,
2015-8-4 00:00:00,12.777,100.00,
2015-8-5 00:00:00,3.046,100.00,
2015-8-6 00:00:00,15.383,100.00,
2015-8-7 00:00:00,9.587,100.00,
2015-8-8 00:00:00,0,100.00,
2015-8-9 00:00:00,2.707,100.00,
2015-8-10 00:00:00,36.640,100.00,
2015-8-11 00:00:00,6.404,100.00,
2015-8-12 00:00:00,1.219,100.00,
2015-8-13 00:00:00,9.697,100.00,
2015-8-14 00:00:00,4.696,100.00,
2015-8-15 00:00:00,1.516,100.00,
2015-8-16 00:00:00,23.511,100.00,
2015-8-17 00:00:00,17.194,100.00,
2015-8-18 00:00:00,1.667,100.00,
2015-8-19 00:00:00,33.280,100.00,
2015-8-20 00:00:00,65.080,100.00,
2015-8-21 00:00:00,7.250,100.00,
2015-8-22 00:00:00,4.505,100.00,
2015-8-23 00:00:00,0.473,100.00,
2015-8-24 00:00:00,22.268,100.00,
2015-8-25 00:00:00,37.300,100.00,
2015-8-26 00:00:00,42.938,100.00,
2015-8-27 00:00:00,17.615,100.00,
2015-8-28 00:00:00,2.609,100.00,
2015-8-29 00:00:00,5.843,100.00,
2015-8-30 00:00:00,20.327,100.00,
2015-8-31 00:00:00,4.332,100.00,
2015-9-1 00:00:00,2.017,100.00,
2015-9-2 00:00:00,0.215,100.00,
2015-9-3 00:00:00,0,100.00,
2015-9-4 00:00:00,5.057,100.00,
2015-9-5 00:00:00,0,100.00,
2015-9-6 00:00:00,1.853,100.00,
2015-9-7 00:00:00,0,100.00,
2015-9-8 00:00:00,0,100.00,
2015-9-9 00:00:00,0.352,100.00,
2015-9-10 00:00:00,18.692,100.00,
2015-9-11 00:00:00,39.143,100.00,
2015-9-12 00:00:00,8.281,100.00,
2015-9-13 00:00:00,4.040,100.00,
2015-9-14 00:00:00,21.749,100.00,
2015-9-15 00:00:00,7.812,100.00,
2015-9-16 00:00:00,0,100.00,
2015-9-17 00:00:00,0.442,100.00,
2015-9-18 00:00:00,0,100.00,
2015-9-19 00:00:00,4.219,100.00,
2015-9-20 00:00:00,2.618,100.00,
2015-9-21 00:00:00,3.162,100.00,
2015-9-22 00:00:00,2.562,100.00,
2015-9-23 00:00:00,23.096,100.00,
2015-9-24 00:00:00,0,100.00,
2015-9-25 00:00:00,0,100.00,
2015-9-26 00:00:00,0,100.00,
2015-9-27 00:00:00,0,100.00,
2015-9-28 00:00:00,0,100.00,
2015-9-29 00:00:00,0,100.00,
2015-9-30 00:00:00,0,100.00,
2015-10-1 00:00:00,0.146,100.00,
2015-10-2 00:00:00,0,100.00,
2015-10-3 00:00:00,0,100.00,
2015-10-4 00:00:00,0,100.00,
2015-10-5 00:00:00,0,100.00,
2015-10-6 00:00:00,0,100.00,
2015-10-7 00:00:00,0,100.00,
2015-10-8 00:00:00,0,100.00,
2015-10-9 00:00:00,0,100.00,
2015-10-10 00:00:00,0.152,100.00,
2015-10-11 00:00:00,1.259,100.00,
2015-10-12 00:00:00,15.221,100.00,
2015-10-13 00:00:00,4.746,100.00,
2015-10-14 00:00:00,14.693,100.00,
2015-10-15 00:00:00,0,100.00,
2015-10-16 00:00:00,0.087,100.00,
2015-10-17 00:00:00,0,100.00,
2015-10-18 00:00:00,0,100.00,
2015-10-19 00:00:00,0,100.00,
2015-10-20 00:00:00,0,100.00,
2015-10-21 00:00:00,0.534,100.00,
2015-10-22 00:00:00,0,100.00,
2015-10-23 00:00:00,0,100.00,
2015-10-24 00:00:00,0,100.00,
2015-10-25 00:00:00,0,100.00,
2015-10-26 00:00:00,0,100.00,
2015-10-27 00:00:00,0,100.00,
2015-10-28 00:00:00,9.425,100.00,
2015-10-29 00:00:00,30.758,100.00,
2015-10-30 00:00:00,1.117,100.00,
2015-10-31 00:00:00,0,100.00,
2015-11-1 00:00:00,0.119,100.00,
2015-11-2 00:00:00,0,100.00,
2015-11-3 00:00:00,0,100.00,
2015-11-4 00:00:00,0,100.00,
2015-11-5 00:00:00,0.176,100.00,
2015-11-6 00:00:00,0.121,100.00,
2015-11-7 00:00:00,0,100.00,
2015-11-8 00:00:00,0,100.00,
2015-11-9 00:00:00,0,100.00,
2015-11-10 00:00:00,0,100.00,
2015-11-11 00:00:00,0,100.00,
2015-11-12 00:00:00,0,100.00,
2015-11-13 00:00:00,0,100.00,
2015-11-14 00:00:00,0,100.00,
2015-11-15 00:00:00,0,100.00,
2015-11-16 00:00:00,0.027,100.00,
2015-11-17 00:00:00,0,100.00,
2015-11-18 00:00:00,0,100.00,
2015-11-19 00:00:00,0,100.00,
2015-11-20 00:00:00,0,100.00,
2015-11-21 00:00:00,0,100.00,
2015-11-22 00:00:00,0,100.00,
2015-11-23 00:00:00,0,100.00,
2015-11-24 00:00:00,0,100.00,
2015-11-25 00:00:00,0,100.00,
2015-11-26 00:00:00,0.019,100.00,
2015-11-27 00:00:00,0.116,100.00,
2015-11-28 00:00:00,0.200,100.00,
2015-11-29 00:00:00,0,100.00,
2015-11-30 00:00:00,0.033,100.00,
2015-12-1 00:00:00,0,100.00,
2015-12-2 00:00:00,0.535,100.00,
2015-12-3 00:00:00,0.266,100.00,
2015-12-4 00:00:00,0,100.00,
2015-12-5 00:00:00,0.108,100.00,
2015-12-6 00:00:00,0,100.00,
2015-12-7 00:00:00,0.581,100.00,
2015-12-8 00:00:00,0,100.00,
2015-12-9 00:00:00,0.174,100.00,
2015-12-10 00:00:00,0,100.00,
2015-12-11 00:00:00,0.696,100.00,
2015-12-12 00:00:00,0,100.00,
2015-12-13 00:00:00,0,100.00,
2015-12-14 00:00:00,0,100.00,
2015-12-15 00:00:00,0,100.00,
2015-12-16 00:00:00,0,100.00,
2015-12-17 00:00:00,0.108,100.00,
2015-12-18 00:00:00,0,100.00,
2015-12-19 00:00:00,0,100.00,
2015-12-20 00:00:00,0.287,100.00,
2015-12-21 00:00:00,0,100.00,
2015-12-22 00:00:00,0,100.00,
2015-12-23 00:00:00,0,100.00,
2015-12-24 00:00:00,0,100.00,
2015-12-25 00:00:00,0.623,100.00,
2015-12-26 00:00:00,0,100.00,
2015-12-27 00:00:00,0,100.00,
2015-12-28 00:00:00,0,100.00,
2015-12-29 00:00:00,0,100.00,
2015-12-30 00:00:00,0,100.00,
2015-12-31 00:00:00,1.456,100.00,
2016-1-1 00:00:00,0.054,100.00,
2016-1-2 00:00:00,0.646,100.00,
2016-1-3 00:00:00,0.914,100.00,
2016-1-4 00:00:00,0,100.00,
2016-1-5 00:00:00,0.500,100.00,
2016-1-6 00:00:00,0.647,100.00,
2016-1-7 00:00:00,0.322,100.00,
2016-1-8 00:00:00,1.894,100.00,
2016-1-9 00:00:00,0.323,100.00,
2016-1-10 00:00:00,0,100.00,
2016-1-11 00:00:00,0,100.00,
2016-1-12 00:00:00,0,100.00,
2016-1-13 00:00:00,0,100.00,
2016-1-14 00:00:00,0,100.00,
2016-1-15 00:00:00,0.146,100.00,
2016-1-16 00:00:00,0,100.00,
2016-1-17 00:00:00,0,100.00,
2016-1-18 00:00:00,0,100.00,
2016-1-19 00:00:00,0.655,100.00,
2016-1-20 00:00:00,0,100.00,
2016-1-21 00:00:00,0.051,100.00,
2016-1-22 00:00:00,0,100.00,
2016-1-23 00:00:00,0,100.00,
2016-1-24 00:00:00,0,100.00,
2016-1-25 00:00:00,0,100.00,
2016-1-26 00:00:00,0.838,100.00,
2016-1-27 00:00:00,0,100.00,
2016-1-28 00:00:00,0.252,100.00,
2016-1-29 00:00:00,0.235,100.00,
2016-1-30 00:00:00,0.502,100.00,
2016-1-31 00:00:00,0.046,100.00,
2016-2-1 00:00:00,0.017,100.00,
2016-2-2 00:00:00,0,100.00,
2016-2-3 00:00:00,0,100.00,
2016-2-4 00:00:00,0.031,100.00,
2016-2-5 00:00:00,0,100.00,
2016-2-6 00:00:00,0,100.00,
2016-2-7 00:00:00,0.034,100.00,
2016-2-8 00:00:00,0.241,100.00,
2016-2-9 00:00:00,0,100.00,
2016-2-10 00:00:00,0,100.00,
2016-2-11 00:00:00,0,100.00,
2016-2-12 00:00:00,0,100.00,
2016-2-13 00:00:00,0.015,100.00,
2016-2-14 00:00:00,0,100.00,
2016-2-15 00:00:00,0.029,100.00,
2016-2-16 00:00:00,0,100.00,
2016-2-17 00:00:00,0,100.00,
2016-2-18 00:00:00,0,100.00,
2016-2-19 00:00:00,1.590,100.00,
2016-2-20 00:00:00,9.422,100.00,
2016-2-21 00:00:00,0,100.00,
2016-2-22 00:00:00,0.465,100.00,
2016-2-23 00:00:00,0,100.00,
2016-2-24 00:00:00,0.082,100.00,
2016-2-25 00:00:00,0.252,100.00,
2016-2-26 00:00:00,0,100.00,
2016-2-27 00:00:00,0.041,100.00,
2016-2-28 00:00:00,0,100.00,
2016-2-29 00:00:00,0.024,100.00,
2016-3-1 00:00:00,0,100.00,
2016-3-2 00:00:00,0,100.00,
2016-3-3 00:00:00,0,100.00,
2016-3-4 00:00:00,1.390,100.00,
2016-3-5 00:00:00,1.497,100.00,
2016-3-6 00:00:00,2.612,100.00,
2016-3-7 00:00:00,0.024,100.00,
2016-3-8 00:00:00,0.502,100.00,
2016-3-9 00:00:00,0,100.00,
2016-3-10 00:00:00,0,100.00,
2016-3-11 00:00:00,0,100.00,
2016-3-12 00:00:00,0.333,100.00,
2016-3-13 00:00:00,1.297,100.00,
2016-3-14 00:00:00,3.484,100.00,
2016-3-15 00:00:00,0,100.00,
2016-3-16 00:00:00,0,100.00,
2016-3-17 00:00:00,0,100.00,
2016-3-18 00:00:00,0,100.00,
2016-3-19 00:00:00,0,100.00,
2016-3-20 00:00:00,0,100.00,
2016-3-21 00:00:00,0,100.00,
2016-3-22 00:00:00,0,100.00,
2016-3-23 00:00:00,0,100.00,
2016-3-24 00:00:00,0,100.00,
2016-3-25 00:00:00,0,100.00,
2016-3-26 00:00:00,0,100.00,
2016-3-27 00:00:00,2.822,100.00,
2016-3-28 00:00:00,3.882,100.00,
2016-3-29 00:00:00,0.090,100.00,
2016-3-30 00:00:00,1.513,100.00,
2016-3-31 00:00:00,2.958,100.00,
2016-4-1 00:00:00,0.240,100.00,
2016-4-2 00:00:00,0,100.00,
2016-4-3 00:00:00,0.213,100.00,
2016-4-4 00:00:00,2.142,100.00,
2016-4-5 00:00:00,3.416,100.00,
2016-4-6 00:00:00,0,100.00,
2016-4-7 00:00:00,0.724,100.00,
2016-4-8 00:00:00,0,100.00,
2016-4-9 00:00:00,0,100.00,
2016-4-10 00:00:00,0,100.00,
2016-4-11 00:00:00,0,100.00,
2016-4-12 00:00:00,0,100.00,
2016-4-13 00:00:00,0.281,100.00,
2016-4-14 00:00:00,0.012,100.00,
2016-4-15 00:00:00,0,100.00,
2016-4-16 00:00:00,1.772,100.00,
2016-4-17 00:00:00,1.551,100.00,
2016-4-18 00:00:00,5.770,100.00,
2016-4-19 00:00:00,0,100.00,
2016-4-20 00:00:00,1.324,100.00,
2016-4-21 00:00:00,0.028,100.00,
2016-4-22 00:00:00,0,100.00,
2016-4-23 00:00:00,0.009,100.00,
2016-4-24 00:00:00,0,100.00,
2016-4-25 00:00:00,0.272,100.00,
2016-4-26 00:00:00,0,100.00,
2016-4-27 00:00:00,0,100.00,
2016-4-28 00:00:00,0.050,100.00,
2016-4-29 00:00:00,0,100.00,
2016-4-30 00:00:00,0,100.00,
2016-5-1 00:00:00,0.080,100.00,
2016-5-2 00:00:00,5.181,100.00,
2016-5-3 00:00:00,11.352,100.00,
2016-5-4 00:00:00,21.788,100.00,
2016-5-5 00:00:00,5.001,100.00,
2016-5-6 00:00:00,6.562,100.00,
2016-5-7 00:00:00,10.765,100.00,
2016-5-8 00:00:00,12.965,100.00,
2016-5-9 00:00:00,3.454,100.00,
2016-5-10 00:00:00,68.995,100.00,
2016-5-11 00:00:00,0.269,100.00,
2016-5-12 00:00:00,4.858,100.00,
2016-5-13 00:00:00,0,100.00,
2016-5-14 00:00:00,0,100.00,
2016-5-15 00:00:00,11.706,100.00,
2016-5-16 00:00:00,5.678,100.00,
2016-5-17 00:00:00,9.516,100.00,
2016-5-18 00:00:00,0,100.00,
2016-5-19 00:00:00,0.856,100.00,
2016-5-20 00:00:00,4.566,100.00,
2016-5-21 00:00:00,3.687,100.00,
2016-5-22 00:00:00,0,100.00,
2016-5-23 00:00:00,2.603,100.00,
2016-5-24 00:00:00,0,100.00,
2016-5-25 00:00:00,0,100.00,
2016-5-26 00:00:00,0,100.00,
2016-5-27 00:00:00,1.565,100.00,
2016-5-28 00:00:00,1.820,100.00,
2016-5-29 00:00:00,0,100.00,
2016-5-30 00:00:00,0,100.00,
2016-5-31 00:00:00,0,100.00,
2016-6-1 00:00:00,0,100.00,
2016-6-2 00:00:00,0,100.00,
2016-6-3 00:00:00,10.174,100.00,
2016-6-4 00:00:00,7.068,100.00,
2016-6-5 00:00:00,3.777,100.00,
2016-6-6 00:00:00,1.789,100.00,
2016-6-7 00:00:00,24.595,100.00,
2016-6-8 00:00:00,17.128,100.00,
2016-6-9 00:00:00,0,100.00,
2016-6-10 00:00:00,0.221,100.00,
2016-6-11 00:00:00,9.727,100.00,
2016-6-12 00:00:00,14.340,100.00,
2016-6-13 00:00:00,15.193,100.00,
2016-6-14 00:00:00,10.761,100.00,
2016-6-15 00:00:00,23.901,100.00,
2016-6-16 00:00:00,1.827,100.00,
2016-6-17 00:00:00,13.243,100.00,
2016-6-18 00:00:00,8.726,100.00,
2016-6-19 00:00:00,14.166,100.00,
2016-6-20 00:00:00,9.217,100.00,
2016-6-21 00:00:00,24.230,100.00,
2016-6-22 00:00:00,0,100.00,
2016-6-23 00:00:00,4.086,100.00,
2016-6-24 00:00:00,20.152,100.00,
2016-6-25 00:00:00,5.107,100.00,
2016-6-26 00:00:00,17.256,100.00,
2016-6-27 00:00:00,16.871,100.00,
2016-6-28 00:00:00,9.379,100.00,
2016-6-29 00:00:00,14.600,100.00,
2016-6-30 00:00:00,23.910,100.00,
2016-7-1 00:00:00,35.380,100.00,
2016-7-2 00:00:00,36.109,100.00,
2016-7-3 00:00:00,21.562,100.00,
2016-7-4 00:00:00,9.823,100.00,
2016-7-5 00:00:00,2.120,100.00,
2016-7-6 00:00:00,0,100.00,
2016-7-7 00:00:00,5.411,100.00,
2016-7-8 00:00:00,0,100.00,
2016-7-9 00:00:00,2.828,100.00,
2016-7-10 00:00:00,23.809,100.00,
2016-7-11 00:00:00,6.722,100.00,
2016-7-12 00:00:00,8.125,100.00,
2016-7-13 00:00:00,11.119,100.00,
2016-7-14 00:00:00,9.055,100.00,
2016-7-15 00:00:00,3.372,100.00,
2016-7-16 00:00:00,2.241,100.00,
2016-7-17 00:00:00,12.488,100.00,
2016-7-18 00:00:00,2.682,100.00,
2016-7-19 00:00:00,51.979,100.00,
2016-7-20 00:00:00,37.377,100.00,
2016-7-21 00:00:00,21.429,100.00,
2016-7-22 00:00:00,5.968,100.00,
2016-7-23 00:00:00,0.509,100.00,
2016-7-24 00:00:00,10.102,100.00,
2016-7-25 00:00:00,38.420,100.00,
