Date,Soil moisture profile - USDA SMAP: avg, Soil moisture profile - USDA SMAP: avg Percent of AOI with data,Sub surface soil moisture - USDA SMAP: avg, Sub surface soil moisture - USDA SMAP: avg Percent of AOI with data,Sub surface soil moisture anomaly - USDA SMAP: avg, Sub surface soil moisture anomaly - USDA SMAP: avg Percent of AOI with data,Surface soil moisture - USDA SMAP: avg, Surface soil moisture - USDA SMAP: avg Percent of AOI with data,Surface soil moisture anomaly  - USDA SMAP: avg, Surface soil moisture anomaly  - USDA SMAP: avg Percent of AOI with data
2019-11-5 00:00:00,56.470,100.00,63.995,100.00,0.714,100.00,13.366,100.00,0.804,100.00,
2019-11-8 00:00:00,52.810,100.00,60.208,100.00,0.729,100.00,12.204,100.00,0.743,100.00,
2019-11-11 00:00:00,48.890,100.00,56.059,100.00,0.715,100.00,11.138,100.00,0.668,100.00,
2019-11-14 00:00:00,44.930,100.00,51.837,100.00,0.662,100.00,10.192,100.00,0.613,100.00,
2019-11-17 00:00:00,41.330,100.00,47.814,100.00,0.612,100.00,9.462,100.00,0.604,100.00,
2019-11-20 00:00:00,38.450,100.00,44.522,100.00,0.591,100.00,8.893,100.00,0.615,100.00,
2019-11-23 00:00:00,35.780,100.00,41.499,100.00,0.580,100.00,8.259,100.00,0.585,100.00,
2019-11-26 00:00:00,33.400,100.00,38.735,100.00,0.563,100.00,7.760,100.00,0.581,100.00,
2019-11-29 00:00:00,31.120,100.00,36.099,100.00,0.542,100.00,7.193,100.00,0.410,100.00,
2019-12-2 00:00:00,29.040,100.00,33.605,100.00,0.469,100.00,6.775,100.00,0.350,100.00,
2019-12-5 00:00:00,27.180,100.00,31.452,100.00,0.399,100.00,6.308,100.00,0.256,100.00,
2019-12-8 00:00:00,25.440,100.00,29.334,100.00,0.311,100.00,5.952,100.00,0.187,100.00,
2019-12-11 00:00:00,25.650,100.00,27.810,100.00,0.251,100.00,7.048,100.00,0.409,100.00,
2019-12-14 00:00:00,58.160,100.00,52.194,100.00,2.096,100.00,18.264,100.00,3.570,100.00,
2019-12-17 00:00:00,57.010,100.00,55.176,100.00,2.395,100.00,13.800,100.00,2.038,100.00,
2019-12-20 00:00:00,54.470,100.00,53.008,100.00,2.145,100.00,13.052,100.00,1.541,100.00,
2019-12-23 00:00:00,51.670,100.00,50.492,100.00,1.788,100.00,12.341,100.00,1.294,100.00,
2019-12-26 00:00:00,48.950,100.00,48.009,100.00,1.491,100.00,11.735,100.00,1.087,100.00,
2019-12-29 00:00:00,46.260,100.00,45.666,100.00,1.256,100.00,10.977,100.00,0.968,100.00,
2020-1-4 00:00:00,62.660,100.00,57.789,100.00,1.973,100.00,19.602,100.00,3.065,100.00,
2020-1-7 00:00:00,62.990,100.00,61.436,100.00,2.186,100.00,16.261,100.00,2.033,100.00,
2020-1-10 00:00:00,63.420,100.00,62.732,100.00,2.179,100.00,15.499,100.00,1.759,100.00,
2020-1-13 00:00:00,59.890,100.00,59.957,100.00,1.942,100.00,14.058,100.00,1.418,100.00,
2020-1-16 00:00:00,62.310,100.00,60.371,100.00,1.827,100.00,16.775,100.00,1.924,100.00,
2020-1-19 00:00:00,66.840,100.00,67.093,100.00,2.091,100.00,16.485,100.00,1.913,100.00,
2020-1-22 00:00:00,64.350,100.00,64.939,100.00,2.007,100.00,15.373,100.00,1.760,100.00,
2020-1-25 00:00:00,61.480,100.00,61.922,100.00,1.851,100.00,14.717,100.00,1.387,100.00,
2020-1-28 00:00:00,58.830,100.00,59.154,100.00,1.650,100.00,13.915,100.00,1.210,100.00,
2020-1-31 00:00:00,56.570,100.00,56.402,100.00,1.470,100.00,13.666,100.00,1.134,100.00,
2020-2-3 00:00:00,53.900,100.00,53.888,100.00,1.322,100.00,12.704,100.00,0.995,100.00,
2020-2-6 00:00:00,50.890,100.00,50.745,100.00,1.174,100.00,12.009,100.00,0.868,100.00,
2020-2-9 00:00:00,48.820,100.00,48.125,100.00,1.043,100.00,11.594,100.00,0.783,100.00,
2020-2-12 00:00:00,44.680,100.00,44.675,100.00,0.847,100.00,10.110,100.00,0.472,100.00,
2020-2-15 00:00:00,40.470,100.00,40.708,100.00,0.599,100.00,9.217,100.00,0.308,100.00,
2020-2-18 00:00:00,37.430,100.00,37.427,100.00,0.403,100.00,8.819,100.00,0.226,100.00,
2020-2-21 00:00:00,38.380,100.00,36.371,100.00,0.330,100.00,10.360,100.00,0.409,100.00,
2020-2-24 00:00:00,43.920,100.00,38.972,100.00,0.415,100.00,14.304,100.00,1.206,100.00,
2020-2-27 00:00:00,55.120,100.00,53.481,100.00,1.189,100.00,14.783,100.00,1.276,100.00,
2020-3-1 00:00:00,51.640,100.00,51.383,100.00,1.048,100.00,12.133,100.00,0.661,100.00,
2020-3-4 00:00:00,50.180,100.00,48.640,100.00,0.876,100.00,12.113,100.00,0.613,100.00,
2020-3-7 00:00:00,56.630,100.00,52.214,100.00,1.054,100.00,16.764,100.00,1.549,100.00,
2020-3-10 00:00:00,55.040,100.00,54.796,100.00,1.205,100.00,12.479,100.00,0.694,100.00,
2020-3-13 00:00:00,56.500,100.00,54.344,100.00,1.116,100.00,15.005,100.00,1.178,100.00,
2020-3-16 00:00:00,61.470,100.00,61.754,100.00,1.383,100.00,14.329,100.00,1.046,100.00,
2020-3-19 00:00:00,58.750,100.00,57.689,100.00,1.215,100.00,14.124,100.00,0.977,100.00,
2020-3-22 00:00:00,59.750,100.00,57.314,100.00,1.232,100.00,15.689,100.00,1.310,100.00,
2020-3-25 00:00:00,57.100,100.00,56.766,100.00,1.237,100.00,12.984,100.00,0.780,100.00,
2020-3-28 00:00:00,53.990,100.00,52.701,100.00,1.016,100.00,12.185,100.00,0.614,100.00,
2020-3-31 00:00:00,49.750,100.00,47.646,100.00,0.767,100.00,11.477,100.00,0.480,100.00,
2020-4-3 00:00:00,47.890,100.00,44.941,100.00,0.621,100.00,10.814,100.00,0.299,100.00,
2020-4-6 00:00:00,44.460,100.00,40.656,100.00,0.391,100.00,10.217,100.00,0.159,100.00,
2020-4-9 00:00:00,42.120,100.00,37.547,100.00,0.224,100.00,9.824,100.00,0.047,100.00,
2020-4-12 00:00:00,40.280,100.00,34.792,100.00,0.066,100.00,10.251,100.00,0.057,100.00,
2020-4-15 00:00:00,47.540,100.00,39.619,100.00,0.191,100.00,15.476,100.00,0.949,100.00,
2020-4-18 00:00:00,54.400,100.00,51.003,100.00,0.601,100.00,14.375,100.00,0.581,100.00,
2020-4-21 00:00:00,65.290,100.00,62.128,100.00,1.101,100.00,19.509,100.00,1.549,100.00,
2020-4-24 00:00:00,70.730,100.00,71.270,100.00,1.481,100.00,18.543,100.00,1.272,100.00,
2020-4-27 00:00:00,70.890,100.00,72.135,100.00,1.415,100.00,17.711,100.00,1.062,100.00,
2020-4-30 00:00:00,71.040,100.00,71.456,100.00,1.279,100.00,18.673,100.00,1.170,100.00,
2020-5-3 00:00:00,73.160,100.00,75.007,100.00,1.352,100.00,18.077,100.00,1.048,100.00,
2020-5-6 00:00:00,74.710,100.00,75.870,100.00,1.315,100.00,19.423,100.00,1.246,100.00,
2020-5-9 00:00:00,71.950,100.00,74.892,100.00,1.271,100.00,16.651,100.00,0.831,100.00,
2020-5-12 00:00:00,69.900,100.00,71.402,100.00,1.129,100.00,16.670,100.00,0.835,100.00,
2020-5-15 00:00:00,68.770,100.00,69.367,100.00,1.039,100.00,17.331,100.00,0.920,100.00,
2020-5-18 00:00:00,66.590,100.00,67.709,100.00,0.936,100.00,16.121,100.00,0.716,100.00,
2020-5-21 00:00:00,65.670,100.00,66.714,100.00,0.884,100.00,16.172,100.00,0.708,100.00,
2020-5-24 00:00:00,67.210,100.00,67.513,100.00,0.843,100.00,17.129,100.00,0.708,100.00,
2020-5-27 00:00:00,69.940,100.00,70.348,100.00,0.880,100.00,17.849,100.00,0.784,100.00,
2020-5-30 00:00:00,70.640,100.00,70.997,100.00,0.813,100.00,18.258,100.00,0.785,100.00,
2020-6-2 00:00:00,69.470,100.00,71.563,100.00,0.750,100.00,16.456,100.00,0.448,100.00,
2020-6-5 00:00:00,75.850,97.56,77.042,97.56,0.886,100.00,21.422,100.00,1.210,100.00,
2020-6-8 00:00:00,78.200,100.00,81.600,100.00,0.995,100.00,19.254,100.00,0.728,100.00,
2020-6-11 00:00:00,77.650,100.00,80.580,100.00,0.822,100.00,19.321,100.00,0.634,100.00,
2020-6-14 00:00:00,78.910,97.56,82.223,97.56,0.742,100.00,20.897,100.00,0.733,100.00,
2020-6-17 00:00:00,80.610,97.56,84.094,97.56,0.685,100.00,21.603,100.00,0.712,100.00,
2020-6-20 00:00:00,82.950,97.56,87.523,97.56,0.663,100.00,21.757,100.00,0.614,100.00,
2020-6-23 00:00:00,85.470,97.56,89.988,97.56,0.619,100.00,23.063,100.00,0.678,100.00,
2020-6-26 00:00:00,93.680,97.56,100.740,97.56,0.764,100.00,24.755,100.00,0.762,100.00,
2020-6-29 00:00:00,98.960,97.56,108.285,97.56,0.829,100.00,25.145,100.00,0.727,100.00,
2020-7-2 00:00:00,99.810,92.68,106.983,92.68,0.759,100.00,25.329,100.00,0.683,100.00,
2020-7-5 00:00:00,99.490,100.00,107.923,100.00,0.669,100.00,24.950,100.00,0.559,100.00,
2020-7-8 00:00:00,99.870,90.24,106.705,90.24,0.571,100.00,25.339,100.00,0.524,100.00,
2020-7-11 00:00:00,99.890,92.68,107.125,92.68,0.518,100.00,25.337,100.00,0.476,100.00,
2020-7-14 00:00:00,99.890,87.80,108.199,87.80,0.469,100.00,25.338,100.00,0.427,100.00,
2020-7-17 00:00:00,99.350,97.56,109.114,97.56,0.272,100.00,24.917,100.00,0.141,100.00,
2020-7-20 00:00:00,99.920,92.68,107.105,92.68,0.408,100.00,25.345,100.00,0.433,100.00,
2020-7-23 00:00:00,99.910,90.24,108.548,90.24,0.421,100.00,25.342,100.00,0.447,100.00,
2020-7-26 00:00:00,99.560,100.00,108.011,100.00,0.418,100.00,24.959,100.00,0.296,100.00,
2020-7-29 00:00:00,99.920,95.12,107.551,95.12,0.481,100.00,25.343,100.00,0.488,100.00,
2020-8-1 00:00:00,99.900,97.56,107.926,97.56,0.502,100.00,25.339,100.00,0.484,100.00,
2020-8-4 00:00:00,99.210,97.56,109.184,97.56,0.357,100.00,24.656,100.00,-0.124,100.00,
2020-8-7 00:00:00,99.730,95.12,109.091,95.12,0.515,100.00,25.316,100.00,0.528,100.00,
2020-8-10 00:00:00,99.780,97.56,109.360,97.56,0.523,100.00,25.312,100.00,0.533,100.00,
2020-8-13 00:00:00,99.860,97.56,109.470,97.56,0.540,100.00,25.327,100.00,0.552,100.00,
2020-8-16 00:00:00,98.590,97.56,108.769,97.56,0.460,100.00,24.159,100.00,0.180,100.00,
2020-8-19 00:00:00,97.030,97.56,106.581,97.56,0.195,100.00,24.001,100.00,0.173,100.00,
2020-8-22 00:00:00,97.480,97.56,106.437,97.56,0.227,100.00,24.792,100.00,0.443,100.00,
2020-8-25 00:00:00,99.030,97.56,108.557,97.56,0.465,100.00,24.993,100.00,0.498,100.00,
2020-8-28 00:00:00,98.300,97.56,108.074,97.56,0.448,100.00,24.377,100.00,0.345,100.00,
2020-8-31 00:00:00,97.440,100.00,105.859,100.00,0.384,100.00,23.992,100.00,0.242,100.00,
2020-9-3 00:00:00,98.520,97.56,108.009,97.56,0.476,100.00,24.779,100.00,0.483,100.00,
2020-9-6 00:00:00,99.110,97.56,108.475,97.56,0.510,100.00,25.178,100.00,0.578,100.00,
2020-9-9 00:00:00,99.920,97.56,109.525,97.56,0.583,100.00,25.351,100.00,0.636,100.00,
2020-9-12 00:00:00,99.730,100.00,108.052,100.00,0.592,100.00,25.219,100.00,0.625,100.00,
2020-9-15 00:00:00,99.800,97.56,107.756,97.56,0.607,100.00,25.331,100.00,0.670,100.00,
2020-9-18 00:00:00,99.460,100.00,108.046,100.00,0.620,100.00,24.786,100.00,0.569,100.00,
2020-9-21 00:00:00,96.660,100.00,105.292,100.00,0.498,100.00,23.290,100.00,0.325,100.00,
2020-9-24 00:00:00,99.920,97.56,107.928,97.56,0.680,100.00,25.347,100.00,0.767,100.00,
2020-9-27 00:00:00,98.160,100.00,107.291,100.00,0.668,100.00,24.179,100.00,0.625,100.00,
2020-9-30 00:00:00,94.130,100.00,104.157,100.00,0.563,100.00,22.193,100.00,0.376,100.00,
2020-10-3 00:00:00,91.150,100.00,100.618,100.00,0.505,100.00,21.932,100.00,0.442,100.00,
2020-10-6 00:00:00,86.850,100.00,96.956,100.00,0.422,100.00,20.517,100.00,0.296,100.00,
2020-10-9 00:00:00,80.440,100.00,91.730,100.00,0.276,100.00,17.652,100.00,-0.066,100.00,
2020-10-12 00:00:00,74.930,100.00,84.555,100.00,0.113,100.00,16.909,100.00,-0.027,100.00,
2020-10-15 00:00:00,70.340,100.00,78.903,100.00,0.076,100.00,15.501,100.00,-0.116,100.00,
2020-10-18 00:00:00,65.990,100.00,73.608,100.00,0.036,100.00,14.601,100.00,-0.104,100.00,
2020-10-21 00:00:00,62.300,100.00,68.675,100.00,0.035,100.00,14.082,100.00,-0.022,100.00,
2020-10-24 00:00:00,57.600,100.00,63.426,100.00,0.008,100.00,12.932,100.00,-0.063,100.00,
2020-10-27 00:00:00,52.840,100.00,58.391,100.00,-0.050,100.00,12.046,100.00,-0.066,100.00,
2020-10-30 00:00:00,47.620,100.00,53.223,100.00,-0.116,100.00,10.396,100.00,-0.242,100.00,
2020-11-2 00:00:00,42.820,100.00,47.679,100.00,-0.206,100.00,9.525,100.00,-0.278,100.00,
2020-11-5 00:00:00,39.680,100.00,43.714,100.00,-0.218,100.00,9.095,100.00,-0.216,100.00,
2020-11-8 00:00:00,36.050,100.00,39.838,100.00,-0.249,100.00,8.115,100.00,-0.299,100.00,
2020-11-11 00:00:00,32.720,100.00,36.087,100.00,-0.288,100.00,7.348,100.00,-0.346,100.00,
2020-11-14 00:00:00,29.570,100.00,32.562,100.00,-0.338,100.00,6.640,100.00,-0.398,100.00,
2020-11-17 00:00:00,28.020,100.00,30.031,100.00,-0.300,100.00,6.626,100.00,-0.223,100.00,
2020-11-20 00:00:00,25.900,100.00,27.706,100.00,-0.289,100.00,6.080,100.00,-0.274,100.00,
2020-11-23 00:00:00,24.330,100.00,25.977,100.00,-0.273,100.00,5.685,100.00,-0.295,100.00,
2020-11-26 00:00:00,22.670,100.00,24.051,100.00,-0.314,100.00,5.373,100.00,-0.294,100.00,
2020-11-29 00:00:00,21.270,100.00,22.579,100.00,-0.380,100.00,4.954,100.00,-0.383,100.00,
2020-12-2 00:00:00,19.770,100.00,20.848,100.00,-0.476,100.00,4.691,100.00,-0.438,100.00,
2020-12-5 00:00:00,19.380,100.00,19.906,100.00,-0.496,100.00,4.752,100.00,-0.396,100.00,
2020-12-8 00:00:00,18.240,100.00,18.925,100.00,-0.521,100.00,4.324,100.00,-0.448,100.00,
2020-12-11 00:00:00,16.910,100.00,17.659,100.00,-0.561,100.00,4.004,100.00,-0.494,100.00,
2020-12-14 00:00:00,15.890,100.00,16.600,100.00,-0.587,100.00,3.774,100.00,-0.515,100.00,
2020-12-17 00:00:00,15.190,100.00,15.844,100.00,-0.574,100.00,3.629,100.00,-0.503,100.00,
2020-12-20 00:00:00,14.510,100.00,15.144,100.00,-0.585,100.00,3.462,100.00,-0.489,100.00,
2020-12-23 00:00:00,13.750,100.00,14.361,100.00,-0.596,100.00,3.283,100.00,-0.515,100.00,
2020-12-26 00:00:00,13.100,100.00,13.671,100.00,-0.608,100.00,3.134,100.00,-0.534,100.00,
2020-12-29 00:00:00,12.560,100.00,13.072,100.00,-0.618,100.00,3.015,100.00,-0.564,100.00,
2021-1-4 00:00:00,11.770,100.00,12.173,100.00,-0.615,100.00,2.869,100.00,-0.545,100.00,
2021-1-7 00:00:00,11.570,100.00,11.958,100.00,-0.601,100.00,2.792,100.00,-0.548,100.00,
2021-1-10 00:00:00,11.250,100.00,11.642,100.00,-0.606,100.00,2.723,100.00,-0.562,100.00,
2021-1-13 00:00:00,11.100,100.00,11.487,100.00,-0.605,100.00,2.724,100.00,-0.562,100.00,
2021-1-16 00:00:00,10.930,100.00,11.380,100.00,-0.619,100.00,2.656,100.00,-0.583,100.00,
2021-1-19 00:00:00,10.980,100.00,11.249,100.00,-0.609,100.00,2.773,100.00,-0.583,100.00,
2021-1-22 00:00:00,11.100,100.00,11.400,100.00,-0.610,100.00,2.698,100.00,-0.609,100.00,
2021-1-25 00:00:00,10.820,100.00,11.148,100.00,-0.636,100.00,2.635,100.00,-0.582,100.00,
2021-1-28 00:00:00,10.710,100.00,10.970,100.00,-0.645,100.00,2.646,100.00,-0.588,100.00,
2021-1-31 00:00:00,10.830,100.00,11.021,100.00,-0.645,100.00,2.654,100.00,-0.594,100.00,
2021-2-3 00:00:00,10.600,100.00,10.869,100.00,-0.664,100.00,2.568,100.00,-0.628,100.00,
2021-2-6 00:00:00,11.070,100.00,10.938,100.00,-0.669,100.00,2.950,100.00,-0.555,100.00,
2021-2-9 00:00:00,10.790,100.00,10.955,100.00,-0.678,100.00,2.595,100.00,-0.639,100.00,
2021-2-12 00:00:00,10.410,100.00,10.603,100.00,-0.707,100.00,2.520,100.00,-0.630,100.00,
2021-2-15 00:00:00,10.640,100.00,10.607,100.00,-0.702,100.00,2.688,100.00,-0.612,100.00,
2021-2-18 00:00:00,10.880,100.00,10.752,100.00,-0.696,100.00,2.798,100.00,-0.603,100.00,
2021-2-21 00:00:00,10.720,100.00,10.800,100.00,-0.705,100.00,2.600,100.00,-0.646,100.00,
2021-2-24 00:00:00,10.570,100.00,10.663,100.00,-0.730,100.00,2.596,100.00,-0.673,100.00,
2021-2-27 00:00:00,10.530,100.00,10.637,100.00,-0.749,100.00,2.590,100.00,-0.689,100.00,
2021-3-2 00:00:00,10.520,100.00,10.607,100.00,-0.765,100.00,2.562,100.00,-0.706,100.00,
2021-3-5 00:00:00,11.120,100.00,10.625,100.00,-0.773,100.00,2.969,100.00,-0.664,100.00,
2021-3-8 00:00:00,12.000,100.00,11.254,100.00,-0.746,100.00,3.035,100.00,-0.661,100.00,
2021-3-11 00:00:00,12.270,100.00,11.424,100.00,-0.744,100.00,3.072,100.00,-0.662,100.00,
2021-3-14 00:00:00,13.570,100.00,12.005,100.00,-0.721,100.00,3.636,100.00,-0.602,100.00,
2021-3-17 00:00:00,13.760,100.00,12.177,100.00,-0.724,100.00,3.526,100.00,-0.647,100.00,
2021-3-20 00:00:00,13.850,100.00,12.244,100.00,-0.740,100.00,3.450,100.00,-0.664,100.00,
2021-3-23 00:00:00,13.940,100.00,12.114,100.00,-0.762,100.00,3.564,100.00,-0.664,100.00,
2021-3-26 00:00:00,13.710,100.00,12.099,100.00,-0.777,100.00,3.311,100.00,-0.692,100.00,
2021-3-29 00:00:00,13.780,100.00,11.753,100.00,-0.788,100.00,3.791,100.00,-0.622,100.00,
2021-4-1 00:00:00,19.200,100.00,14.273,100.00,-0.657,100.00,6.090,100.00,-0.335,100.00,
2021-4-4 00:00:00,19.340,100.00,15.903,100.00,-0.567,100.00,4.493,100.00,-0.553,100.00,
2021-4-7 00:00:00,18.200,100.00,14.770,100.00,-0.628,100.00,4.591,100.00,-0.550,100.00,
2021-4-10 00:00:00,17.370,100.00,14.533,100.00,-0.644,100.00,4.110,100.00,-0.627,100.00,
2021-4-13 00:00:00,16.010,100.00,13.504,100.00,-0.716,100.00,3.914,100.00,-0.680,100.00,
2021-4-16 00:00:00,16.470,100.00,13.364,100.00,-0.747,100.00,4.597,100.00,-0.615,100.00,
2021-4-19 00:00:00,17.270,100.00,14.412,100.00,-0.720,100.00,4.233,100.00,-0.688,100.00,
2021-4-22 00:00:00,19.570,100.00,14.904,100.00,-0.706,100.00,5.457,100.00,-0.564,100.00,
2021-4-25 00:00:00,18.130,100.00,14.847,100.00,-0.727,100.00,4.236,100.00,-0.728,100.00,
2021-4-28 00:00:00,17.670,100.00,13.990,100.00,-0.793,100.00,4.752,100.00,-0.678,100.00,
2021-5-1 00:00:00,19.290,100.00,15.308,100.00,-0.760,100.00,5.481,100.00,-0.616,100.00,
2021-5-4 00:00:00,23.570,100.00,17.644,100.00,-0.690,100.00,8.805,100.00,-0.103,100.00,
2021-5-7 00:00:00,30.440,100.00,26.410,100.00,-0.379,100.00,9.325,100.00,-0.099,100.00,
2021-5-10 00:00:00,29.870,100.00,27.421,100.00,-0.365,100.00,7.456,100.00,-0.400,100.00,
2021-5-13 00:00:00,32.480,100.00,29.126,100.00,-0.316,100.00,9.101,100.00,-0.182,100.00,
2021-5-16 00:00:00,28.550,100.00,27.446,100.00,-0.415,100.00,6.057,100.00,-0.658,100.00,
2021-5-19 00:00:00,39.080,100.00,32.554,100.00,-0.189,100.00,13.943,100.00,0.752,100.00,
2021-5-22 00:00:00,52.850,100.00,53.846,100.00,0.837,100.00,11.738,100.00,0.311,100.00,
2021-5-25 00:00:00,49.290,100.00,48.157,100.00,0.499,100.00,11.852,100.00,0.159,100.00,
2021-5-28 00:00:00,74.630,100.00,72.627,100.00,1.415,100.00,22.753,100.00,1.807,100.00,
